#         t          x          y          z         vx         vy         vz
   135.0000  -113.6800   524.0600   -71.4400   190.6900  -147.6500    90.2600
   140.0000  -100.2900   513.2900   -65.1700   182.5100  -155.0100    84.0700
   145.0000   -87.6400   502.0800   -59.3000   171.1400  -157.5800    79.9500
   150.0000   -75.6900   490.7900   -53.8600   168.1500  -157.2000    73.4600
   155.0000   -63.9900   479.3800   -48.9400   156.6600  -161.2700    68.1400
   160.0000   -52.9800   467.6200   -44.1300   149.9700  -165.4000    63.3100
   165.0000   -42.3800   455.6100   -39.8800   144.1100  -170.0100    58.4700
   170.0000   -32.3600   443.3900   -35.7300   134.6100  -170.6400    56.2000
   175.0000   -23.0600   431.0800   -31.8300   124.3200  -176.3300    51.5600
   180.0000   -14.3700   418.4200   -28.1800   116.4600  -179.0300    47.2700
   185.0000    -6.2500   405.4600   -24.9100   111.4300  -185.6500    44.2900
   190.0000     1.3600   392.0900   -22.0100   102.7900  -186.9600    38.3500
   195.0000     8.5400   378.6600   -19.4900    97.6400  -189.9900    33.2400
   200.0000    15.2100   364.8900   -17.0800    88.8900  -195.9700    29.9000
   205.0000    21.0000   350.7200   -15.0700    76.8700  -200.4000    24.6000
   210.0000    26.2300   336.3400   -13.3600    68.8600  -203.2700    21.7600
   215.0000    30.7600   321.6400   -11.7800    58.2200  -207.9200    18.7300
   220.0000    34.5200   306.5500   -10.5900    47.6300  -213.8600    15.5400
   225.0000    37.4900   291.1500    -9.8300    36.7800  -218.2400     8.7800
   230.0000    39.5000   275.3300    -9.4800    20.8800  -223.2100     3.2500
   235.0000    40.3600   259.2800    -9.3500     4.8400  -228.1900    -0.9600
   240.0000    40.2000   242.8200    -9.5300   -13.2800  -231.9200    -7.1100
   245.0000    38.4300   226.0700   -10.2700   -32.2100  -238.6800   -14.0700
   250.0000    35.5000   208.7800   -11.4900   -54.3500  -244.9400   -20.5200
   255.0000    30.8700   191.1800   -13.2900   -79.9700  -246.2000   -32.1800
   260.0000    24.0000   173.6600   -16.0300  -113.6800  -243.0700   -44.0400
   265.0000    14.4800   156.6000   -19.6500  -152.0400  -232.3600   -56.7700
   270.0000     2.4700   140.7600   -24.2400  -188.0600  -210.4200   -71.7100
   275.0000   -12.0200   126.7000   -29.6500  -219.9800  -178.9700   -81.1400
   280.0000   -28.6700   115.6700   -35.7000  -246.1700  -128.9500   -86.1500
   285.0000   -47.0000   108.4200   -41.5700  -260.0700   -70.2700   -78.5100
   290.0000   -65.3200   105.7400   -46.9700  -250.8200    -1.9800   -66.6900
   295.0000   -82.2300   108.1400   -51.0000  -219.3300    69.4500   -47.0600
   300.0000   -96.0300   115.2300   -53.7000  -166.1600   123.7100   -29.0600
   305.0000  -105.5900   125.3600   -55.0000  -104.6500   154.6100   -10.2900
   310.0000  -111.0400   137.0100   -55.0500   -46.8700   169.0300     6.8600
   315.0000  -112.6000   149.1100   -54.1300     1.3000   169.7000    16.3600
   320.0000  -111.1200   161.0900   -52.6800    39.5100   165.4500    25.6500
   325.0000  -107.0600   172.6700   -50.7100    71.7700   160.4100    30.7400
   330.0000  -100.8700   183.8500   -48.2300   100.6300   153.7600    39.5100
   335.0000   -92.7100   194.4500   -45.0200   125.2100   145.9200    49.6000
   340.0000   -82.7700   204.7200   -41.1300   148.5600   137.6800    59.5300
   345.0000   -71.6000   214.3100   -36.3300   167.3100   129.8000    71.9800
   350.0000   -59.1200   223.3100   -30.8000   183.1900   123.0400    85.6900
   355.0000   -45.3600   232.1000   -23.9400   206.2100   120.5800   106.4800
   360.0000   -29.7900   240.4500   -15.1000   230.5500   113.3700   144.4800
   365.0000   -12.4300   247.7800    -2.5600   255.4100    86.4300   213.2800
   370.0000     5.4800   250.9300    15.4400   232.2800    -6.2000   277.1500
   375.0000    20.1200   247.4900    34.8000   179.6800   -81.3600   260.1400
   380.0000    31.4500   240.3800    52.0100   142.1100  -112.7700   221.1600
   385.0000    40.7200   231.6800    66.4500   117.7700  -131.7700   184.2200
   390.0000    48.1700   221.8400    78.3500    94.2800  -142.6200   156.8600
   395.0000    54.2600   211.4000    88.3100    77.5400  -149.6600   128.6000
   400.0000    59.2800   200.3500    96.6900    62.8700  -158.0000   104.5600
   405.0000    63.2900   188.9100   103.4400    50.5200  -162.1100    81.8500
   410.0000    66.4300   177.1400   108.4400    33.8200  -167.4600    58.1100
   415.0000    68.7000   165.2000   111.9600    20.1900  -167.5900    36.5800
   420.0000    69.9100   153.2000   113.7500     6.9200  -168.6500    11.7600
   425.0000    69.6800   141.2600   113.5000    -3.9900  -166.2200   -11.1500
   430.0000    68.9000   129.6000   111.8300   -18.6100  -160.9700   -36.4400
   435.0000    67.1400   118.3200   108.2100   -31.9900  -155.3200   -65.9200
   440.0000    64.3800   107.7300   102.3400   -47.0000  -142.2600   -98.3600
   445.0000    60.3700    98.0900    94.1100   -63.9500  -125.6400  -129.6300
   450.0000    55.2900    89.9200    83.6500   -76.6900  -102.6500  -162.5300
   455.0000    49.3800    83.6500    70.8800   -89.3500   -71.8000  -197.6900
   460.0000    42.4000    80.1300    55.7300  -102.2100   -25.9300  -228.4700
   465.0000    34.9300    80.3100    38.3500  -107.5100    34.5900  -254.3700
   470.0000    27.1600    85.6400    20.0000   -99.8000   115.4700  -253.7000
   475.0000    20.8000    96.5300     2.8200   -75.9800   186.3100  -217.8800
   480.0000    16.6000   111.4100   -10.3500   -39.6000   224.7800  -151.7800
   485.0000    15.0000   127.7300   -19.1500    -8.1200   231.3700   -89.8300
   490.0000    15.5100   143.8500   -23.4400    19.7900   216.5500   -37.5500
   495.0000    17.5800   158.5000   -24.6100    39.3500   195.2300     4.1500
   500.0000    21.0400   171.6300   -23.2900    55.1800   172.5200    36.1800
   505.0000    25.3600   182.9200   -19.8100    66.2100   145.8600    62.1500
   510.0000    30.4400   192.3900   -14.3700    77.2400   119.9700    85.9800
   515.0000    36.3100   199.9200    -7.5700    85.8400    91.2300   104.2800
   520.0000    42.7900   205.4300     0.4400    93.2500    64.4600   121.3300
   525.0000    49.6300   208.9800     9.6100    99.2300    32.7200   134.4900
   530.0000    56.8400   210.2300    19.5400   103.3400     2.6900   144.6300
   535.0000    64.2100   209.3000    30.1900   103.2300   -29.8800   153.5800
   540.0000    71.5500   206.0100    41.5200   102.6600   -64.6500   161.5900
   545.0000    78.9300   200.1800    53.2000   104.9300  -101.4700   162.8900
   550.0000    86.3100   191.5900    64.7800   102.3000  -140.1400   161.7300
   555.0000    93.5900   179.8900    76.1600    96.0100  -186.1600   156.8000
   560.0000   100.2600   165.0300    86.9600    89.7700  -231.2800   142.9800
   565.0000   106.0600   146.5500    96.3300    72.8600  -283.6600   115.4000
   570.0000   110.3300   124.7100   103.0500    45.6100  -328.1000    67.9900
   575.0000   112.3600   100.3200   105.4000    10.0800  -353.0100    -5.3000
   580.0000   111.4600    75.5500   101.9700   -36.0900  -327.9500   -88.9200
   585.0000   107.5200    54.2700    93.2200   -72.3500  -263.5400  -149.3100
   590.0000   101.7900    38.1700    81.3700   -84.4400  -187.3800  -178.4100
   595.0000    95.6600    27.4800    68.3500   -86.7000  -115.4400  -181.2700
   600.0000    89.5300    21.5900    55.6200   -80.6900   -51.9200  -172.4600
   605.0000    84.1200    19.6600    43.9300   -74.5000    -4.7300  -153.2800
   610.0000    79.2700    20.8700    33.9400   -57.3800    37.4700  -126.2800
   615.0000    75.7200    24.8000    26.0800   -40.8200    70.3400   -96.8700
   620.0000    73.5600    30.7400    20.2000   -23.1300    95.2200   -65.1400
   625.0000    72.7500    38.3200    16.8000    -1.1500   116.0700   -29.9900
   630.0000    73.1800    47.1700    15.7300    16.7900   131.7800     3.5600
   635.0000    75.1300    56.9300    17.2700    37.5400   140.5500    40.9300
   640.0000    78.6300    67.1800    21.6800    61.2700   143.8000    83.8400
   645.0000    83.7900    77.3700    29.2900    85.3300   140.5100   127.8200
   650.0000    91.0200    87.0100    40.1100   116.2600   128.0800   175.5200
   655.0000   100.6300    95.1600    54.6100   149.4800    97.4900   229.6200
   660.0000   112.5500   100.2200    72.8200   179.8400    37.9000   281.2800
   665.0000   126.6300    99.8500    94.1400   208.7500   -55.6700   310.1200
   670.0000   141.7700    91.6200   115.8400   204.9100  -173.2100   287.1800
   675.0000   155.2800    76.1400   133.6600   166.2200  -245.8900   206.2700
   680.0000   165.4900    57.8600   145.4900   119.5600  -259.3200   125.3700
   685.0000   172.3000    39.8700   151.9500    75.8600  -242.2600    59.9100
   690.0000   176.6200    23.6700   154.5100    44.2400  -211.8700    11.6700
   695.0000   178.6200     9.7400   153.9400    14.0900  -178.9800   -25.4600
   700.0000   178.9500    -1.6300   150.9400    -7.6800  -141.0100   -58.2100
   705.0000   177.7000   -10.1700   145.8000   -30.1500   -99.4900   -84.8000
   710.0000   174.8200   -15.6100   139.1500   -47.3500   -54.1200  -103.6600
   715.0000   170.9100   -17.6800   131.1700   -62.3700    -1.9000  -119.5200
   720.0000   165.8900   -15.8300   122.4500   -74.7100    53.8000  -123.9900
   725.0000   160.1100    -9.7500   113.5200   -85.4000   119.2700  -124.2600
   730.0000   154.0700     1.4800   105.2400   -83.1600   195.1000  -103.6300
   735.0000   148.7800    18.2300    99.5500   -60.3500   274.3500   -50.7300
   740.0000   146.4000    39.9600    99.1400    -1.8100   317.7000    42.9900
   745.0000   148.8300    61.5500   105.6800    67.4600   274.2900   135.3400
   750.0000   155.4000    78.2500   117.2600   112.2700   192.6600   180.0200
   755.0000   164.4500    89.0500   130.7300   135.3700   108.4900   192.7900
   760.0000   174.3900    94.2300   144.3000   141.7500    36.8300   186.1600
   765.0000   184.5200    94.7400   157.0500   137.5100   -22.4600   169.9900
   770.0000   194.1600    91.0000   168.3400   131.8200   -78.5800   144.6400
   775.0000   203.0000    83.6700   177.5900   117.5600  -124.5600   113.7400
   780.0000   210.6500    73.2100   184.3600    96.5400  -166.3800    78.0600
   785.0000   216.4100    60.1100   188.2900    66.2700  -198.5900    34.0100
   790.0000   219.9000    45.0900   188.9900    31.2200  -222.5000   -14.5200
   795.0000   220.6700    28.6800   185.6300   -12.0800  -234.2800   -77.9000
